repo,commit,commit_url,author_date,author,subject,hit_aspects,files_changed,insertions,deletions,branch
meilisearch/meilisearch,c98b313d038aacfd8fbcf98f68eecff0b448f476,https://github.com/meilisearch/meilisearch/commit/c98b313d038aacfd8fbcf98f68eecff0b448f476,2025-03-18,meili-bors[bot],Merge #5426,,2,92,36,origin/post-update-edit-by-function
meilisearch/meilisearch,cbdf80893dc47007a7da0b0991a218d69b84d2f4,https://github.com/meilisearch/meilisearch/commit/cbdf80893dc47007a7da0b0991a218d69b84d2f4,2025-03-17,meili-bors[bot],Merge #5422,,4,48,61,origin/post-update-edit-by-function
meilisearch/meilisearch,ae8d453868bb927591f732723674ef26f7fa9f58,https://github.com/meilisearch/meilisearch/commit/ae8d453868bb927591f732723674ef26f7fa9f58,2025-03-03,ManyTheFish,Refactor Document indexing process (searchables),,5,241,265,origin/post-update-edit-by-function
meilisearch/meilisearch,95bccaf5f565678a5b7ae3fca302d19268107d90,https://github.com/meilisearch/meilisearch/commit/95bccaf5f565678a5b7ae3fca302d19268107d90,2025-03-03,ManyTheFish,Refactor Document indexing process (Facets),,8,233,179,origin/post-update-edit-by-function
meilisearch/meilisearch,659855c88e33149e51b4daecc9531181d69fe845,https://github.com/meilisearch/meilisearch/commit/659855c88e33149e51b4daecc9531181d69fe845,2025-03-03,ManyTheFish,Refactor Settings Indexing process,,12,374,271,origin/post-update-edit-by-function
meilisearch/meilisearch,ea7bae9a71b6bff7e528b373b91b96a392efc10a,https://github.com/meilisearch/meilisearch/commit/ea7bae9a71b6bff7e528b373b91b96a392efc10a,2025-02-20,meili-bors[bot],Merge #5356,,25,498,205,origin/post-update-edit-by-function
meilisearch/meilisearch,b7fdd9516c78173ae631b98a210171f9b8835cce,https://github.com/meilisearch/meilisearch/commit/b7fdd9516c78173ae631b98a210171f9b8835cce,2025-02-06,meili-bors[bot],Merge #4970,,1,128,1,origin/post-update-edit-by-function
meilisearch/meilisearch,796acd1aee10ef5de215049a7fc55a36c7e1dee7,https://github.com/meilisearch/meilisearch/commit/796acd1aee10ef5de215049a7fc55a36c7e1dee7,2025-02-04,meili-bors[bot],Merge #5288,,5,6,5,origin/post-update-edit-by-function
meilisearch/meilisearch,424c5bde4006ffc887ed5aa20fda08cc0906d0ef,https://github.com/meilisearch/meilisearch/commit/424c5bde4006ffc887ed5aa20fda08cc0906d0ef,2025-01-29,Kerollmops,Move the embedding computation and extraction log to debug,,1,2,2,origin/post-update-edit-by-function
meilisearch/meilisearch,4224edea28bc66e8de30d6ad69cdab5aaa922335,https://github.com/meilisearch/meilisearch/commit/4224edea28bc66e8de30d6ad69cdab5aaa922335,2025-01-29,meili-bors[bot],Merge #5177,,3,128,30,origin/post-update-edit-by-function
meilisearch/meilisearch,f00a285a6d4d35d0184c14493120617934da0c90,https://github.com/meilisearch/meilisearch/commit/f00a285a6d4d35d0184c14493120617934da0c90,2025-01-07,meili-bors[bot],Merge #5199,,253,10318,9963,origin/post-update-edit-by-function
meilisearch/meilisearch,4a082683df55ca3adb11edfcee52240fad0ed8e7,https://github.com/meilisearch/meilisearch/commit/4a082683df55ca3adb11edfcee52240fad0ed8e7,2024-12-05,meili-bors[bot],Merge #5131,,4,105,1,origin/post-update-edit-by-function
meilisearch/meilisearch,c77b00d3ac9c9ed893ae7be940a57eebd3efd338,https://github.com/meilisearch/meilisearch/commit/c77b00d3ac9c9ed893ae7be940a57eebd3efd338,2024-12-05,Louis Dureuil,Don't extract word docids when no searchable changed,,1,11,1,origin/post-update-edit-by-function
meilisearch/meilisearch,054622bd167d1359e1561a42ef2678a5677ff3d1,https://github.com/meilisearch/meilisearch/commit/054622bd167d1359e1561a42ef2678a5677ff3d1,2024-12-03,meili-bors[bot],Merge #5094,,42,1245,717,origin/post-update-edit-by-function
meilisearch/meilisearch,a2f64f65520c38932c2eddc85f00e8db25b50209,https://github.com/meilisearch/meilisearch/commit/a2f64f65520c38932c2eddc85f00e8db25b50209,2024-11-27,meili-bors[bot],Merge #5095,,1,13,,origin/post-update-edit-by-function
meilisearch/meilisearch,8f57b4fdf48c605dced71a4e8a89665fe32eabe9,https://github.com/meilisearch/meilisearch/commit/8f57b4fdf48c605dced71a4e8a89665fe32eabe9,2024-11-26,Louis Dureuil,Span to measure the part of db writes that is after the merge/extraction,,1,13,,origin/post-update-edit-by-function
meilisearch/meilisearch,fb66fec39820c329fc0241f375236d77a67b74d2,https://github.com/meilisearch/meilisearch/commit/fb66fec39820c329fc0241f375236d77a67b74d2,2024-11-26,meili-bors[bot],Merge #5092,,2,211,164,origin/post-update-edit-by-function
meilisearch/meilisearch,61d06152537caf7e78adc11196d47b7f220502a4,https://github.com/meilisearch/meilisearch/commit/61d06152537caf7e78adc11196d47b7f220502a4,2024-11-21,Clément Renault,Document the geo point extractor,,1,4,2,origin/post-update-edit-by-function
meilisearch/meilisearch,8049df125b66648610f90ea9904176d9cf35dccd,https://github.com/meilisearch/meilisearch/commit/8049df125b66648610f90ea9904176d9cf35dccd,2024-11-19,Louis Dureuil,Add depth to facet extraction so that null inside an array doesn't mark the entire field as null,,4,65,30,origin/post-update-edit-by-function
meilisearch/meilisearch,9e8367f1e6fbcd79746971726877371bb2fefeb9,https://github.com/meilisearch/meilisearch/commit/9e8367f1e6fbcd79746971726877371bb2fefeb9,2024-11-14,Clément Renault,Move the rayon thread pool outside the extract method,,10,317,280,origin/post-update-edit-by-function
meilisearch/meilisearch,b17896d899ecce691c9b7e47b35d6e48fc5a7d32,https://github.com/meilisearch/meilisearch/commit/b17896d899ecce691c9b7e47b35d6e48fc5a7d32,2024-11-07,Clément Renault,Finialize the GeoExtractor,,19,495,91,origin/post-update-edit-by-function
meilisearch/meilisearch,7accfea62433b9c0ab8923f2abde47b54ca530c3,https://github.com/meilisearch/meilisearch/commit/7accfea62433b9c0ab8923f2abde47b54ca530c3,2024-11-13,Louis Dureuil,Don't short circuit when we encounter a semantic error while extracting fields and external docid,,1,25,4,origin/post-update-edit-by-function
meilisearch/meilisearch,ad52c950ba614f0c7da0f0f4116779bb373c3715,https://github.com/meilisearch/meilisearch/commit/ad52c950ba614f0c7da0f0f4116779bb373c3715,2024-10-09,ManyTheFish,Only run word pair proximity docids extraction if proximity_precision enables it,,26,1944,2471,origin/post-update-edit-by-function
meilisearch/meilisearch,9cbb2b066adc3d42b6210f187277d101679f06b0,https://github.com/meilisearch/meilisearch/commit/9cbb2b066adc3d42b6210f187277d101679f06b0,2024-10-28,Louis Dureuil,WIP vector extraction,,1,315,,origin/post-update-edit-by-function
meilisearch/meilisearch,3d29226a7f6f13927d79f67668fa8a2e0988cb36,https://github.com/meilisearch/meilisearch/commit/3d29226a7f6f13927d79f67668fa8a2e0988cb36,2024-10-23,Many the fish,Merge pull request #5019 from meilisearch/indexer-edition-2024-bumpalo-in-extractors,,7,555,134,origin/post-update-edit-by-function
meilisearch/meilisearch,89243f7df0b36af5284175bbf0c546e6b4726889,https://github.com/meilisearch/meilisearch/commit/89243f7df0b36af5284175bbf0c546e6b4726889,2024-10-21,Louis Dureuil,WIP vector extraction,,2,14,,origin/post-update-edit-by-function
meilisearch/meilisearch,132916f62cbba599d9ce11a678ed8c7f0435ace5,https://github.com/meilisearch/meilisearch/commit/132916f62cbba599d9ce11a678ed8c7f0435ace5,2024-10-09,ManyTheFish,Only run word pair proximity docids extraction if proximity_precision enables it,,1,7,2,origin/post-update-edit-by-function
meilisearch/meilisearch,14261f8f045fdaa026526fe54e4d830e9301d988,https://github.com/meilisearch/meilisearch/commit/14261f8f045fdaa026526fe54e4d830e9301d988,2024-10-01,ManyTheFish,Integrate facet level bulk update,,5,179,65,origin/post-update-edit-by-function
meilisearch/meilisearch,f13e076b8ab0e23013b020e173bf5ffd5c7b628f,https://github.com/meilisearch/meilisearch/commit/f13e076b8ab0e23013b020e173bf5ffd5c7b628f,2024-09-16,ManyTheFish,Use hashmap instead of Btree in wpp extractor,,1,48,40,origin/post-update-edit-by-function
meilisearch/meilisearch,7ba49b849e05da1ec1210a288b458d6fe288e8f6,https://github.com/meilisearch/meilisearch/commit/7ba49b849e05da1ec1210a288b458d6fe288e8f6,2024-09-16,ManyTheFish,Extract and write facet databases,,7,514,309,origin/post-update-edit-by-function
meilisearch/meilisearch,ff5d3b59f5067b000ba3a0e321002c8723da01f7,https://github.com/meilisearch/meilisearch/commit/ff5d3b59f5067b000ba3a0e321002c8723da01f7,2024-09-12,Clément Renault,Move the document id extraction to the primary key code,,3,65,53,origin/post-update-edit-by-function
meilisearch/meilisearch,eb9a20ff0b9cd3f6c49e89bf4541909fde0a6299,https://github.com/meilisearch/meilisearch/commit/eb9a20ff0b9cd3f6c49e89bf4541909fde0a6299,2024-09-12,ManyTheFish,Fix fid_word_docids extraction,,1,2,2,origin/post-update-edit-by-function
meilisearch/meilisearch,73ce67862df4f71bffa752292a607488f8a9bac1,https://github.com/meilisearch/meilisearch/commit/73ce67862df4f71bffa752292a607488f8a9bac1,2024-09-05,Clément Renault,Use the word pair proximity and fid word count docids extractors,,9,198,150,origin/post-update-edit-by-function
meilisearch/meilisearch,0fc02f7351fa7d46b0d75f615b07cb6509729b0f,https://github.com/meilisearch/meilisearch/commit/0fc02f7351fa7d46b0d75f615b07cb6509729b0f,2024-09-05,Clément Renault,Move the facet extraction to dedicated modules,,4,271,237,origin/post-update-edit-by-function
meilisearch/meilisearch,34f11e33808d5e7413bf0752b5dde028a9447a04,https://github.com/meilisearch/meilisearch/commit/34f11e33808d5e7413bf0752b5dde028a9447a04,2024-09-05,ManyTheFish,Implement word count and word pair proximity extractors,,4,331,7,origin/post-update-edit-by-function
meilisearch/meilisearch,27308eaab175b040be55892b43bf240535686877,https://github.com/meilisearch/meilisearch/commit/27308eaab175b040be55892b43bf240535686877,2024-09-04,Clément Renault,Import the facet extractors,,1,5,1,origin/post-update-edit-by-function
meilisearch/meilisearch,b33ec9ba3ff098ea08603bc262b6f1d0578e210a,https://github.com/meilisearch/meilisearch/commit/b33ec9ba3ff098ea08603bc262b6f1d0578e210a,2024-09-04,Clément Renault,Introduce the FieldIdFacetIsNullDocidsExtractor,,1,19,1,origin/post-update-edit-by-function
meilisearch/meilisearch,9c0a1cd9fdbad815937d5835720c6b3fd20009fe,https://github.com/meilisearch/meilisearch/commit/9c0a1cd9fdbad815937d5835720c6b3fd20009fe,2024-09-04,Clément Renault,Introduce the FieldIdFacetExistsDocidsExtractor,,1,16,2,origin/post-update-edit-by-function
meilisearch/meilisearch,0b061f1e7090e62d1f7b52bd434ac389831ecf7e,https://github.com/meilisearch/meilisearch/commit/0b061f1e7090e62d1f7b52bd434ac389831ecf7e,2024-09-04,Clément Renault,Introduce the FieldIdFacetIsEmptyDocidsExtractor,,2,33,1,origin/post-update-edit-by-function
meilisearch/meilisearch,19d937ab2191d8d8b796e28a051085de8d6391b5,https://github.com/meilisearch/meilisearch/commit/19d937ab2191d8d8b796e28a051085de8d6391b5,2024-09-04,Clément Renault,Introduce the facet extractors,,9,443,139,origin/post-update-edit-by-function
meilisearch/meilisearch,1eb75a1040e6b8c68053d70e5e04670ba286c6da,https://github.com/meilisearch/meilisearch/commit/1eb75a1040e6b8c68053d70e5e04670ba286c6da,2024-09-04,ManyTheFish,remove milli/src/update/new/extract/tokenize_document.rs,,1,,320,origin/post-update-edit-by-function
meilisearch/meilisearch,781a186f757885d6fb2aaa65ac7cd1e7ff1b05bd,https://github.com/meilisearch/meilisearch/commit/781a186f757885d6fb2aaa65ac7cd1e7ff1b05bd,2024-09-04,ManyTheFish,remove milli/src/update/new/extract/extract_word_docids.rs,,1,,168,origin/post-update-edit-by-function
meilisearch/meilisearch,6a399556b5581d146bec5a03e0b0cd87b9ab5fc6,https://github.com/meilisearch/meilisearch/commit/6a399556b5581d146bec5a03e0b0cd87b9ab5fc6,2024-09-04,ManyTheFish,Implement more searchable extractor,,4,623,4,origin/post-update-edit-by-function
meilisearch/meilisearch,27b4cab8575f8a7f84ef0709c7645c142bd72f02,https://github.com/meilisearch/meilisearch/commit/27b4cab8575f8a7f84ef0709c7645c142bd72f02,2024-09-04,Clément Renault,Extract and write the documents and words fst in the database,,5,225,38,origin/post-update-edit-by-function
meilisearch/meilisearch,ee62d9ce304f53221e0987176e5b35aaacc0aad4,https://github.com/meilisearch/meilisearch/commit/ee62d9ce304f53221e0987176e5b35aaacc0aad4,2024-08-19,meili-bors[bot],Merge #4845,,3,158,13,origin/post-update-edit-by-function
meilisearch/meilisearch,7c3fc8c6555df60199026fa6873caf705320909b,https://github.com/meilisearch/meilisearch/commit/7c3fc8c6555df60199026fa6873caf705320909b,2024-07-31,Louis Dureuil,Split settings and document facet string extractions,,1,124,10,origin/post-update-edit-by-function
meilisearch/meilisearch,c26bd68de55acfe9056912e468fd48308a9d0c0d,https://github.com/meilisearch/meilisearch/commit/c26bd68de55acfe9056912e468fd48308a9d0c0d,2024-07-24,meili-bors[bot],Merge #4815,,31,3185,532,origin/post-update-edit-by-function
meilisearch/meilisearch,ea73615abfb5956a4eb927049ab11f07df6415b8,https://github.com/meilisearch/meilisearch/commit/ea73615abfb5956a4eb927049ab11f07df6415b8,2024-07-17,meili-bors[bot],Merge #4804,,34,487,121,origin/post-update-edit-by-function
meilisearch/meilisearch,809e742253511dae3adab970592f5a76f8c7d182,https://github.com/meilisearch/meilisearch/commit/809e742253511dae3adab970592f5a76f8c7d182,2024-06-27,meili-bors[bot],Merge #4731,,2,63,2,origin/post-update-edit-by-function
meilisearch/meilisearch,a1dcde6b9aadc14102ca17d26ab9770d373bf889,https://github.com/meilisearch/meilisearch/commit/a1dcde6b9aadc14102ca17d26ab9770d373bf889,2024-06-26,Tamo,Update meilisearch/src/extractors/authentication/mod.rs,,1,2,1,origin/post-update-edit-by-function
meilisearch/meilisearch,e9bf4c43a4e5cdcd14756f6e7ed7c88942f972dd,https://github.com/meilisearch/meilisearch/commit/e9bf4c43a4e5cdcd14756f6e7ed7c88942f972dd,2024-06-17,meili-bors[bot],Merge #4649,,60,3909,1115,origin/post-update-edit-by-function
meilisearch/meilisearch,f5cf01e7d1efc5c383837826eabc4d887a957374,https://github.com/meilisearch/meilisearch/commit/f5cf01e7d1efc5c383837826eabc4d887a957374,2024-06-12,Louis Dureuil,Rework extraction to use EmbedderAction,,4,320,163,origin/post-update-edit-by-function
meilisearch/meilisearch,a73ccc78a6e9db032d0195dd3347e56cbd8f2735,https://github.com/meilisearch/meilisearch/commit/a73ccc78a6e9db032d0195dd3347e56cbd8f2735,2024-05-30,Tamo,forward the embedding config to the extractors,,3,15,1,origin/post-update-edit-by-function
meilisearch/meilisearch,9066a446a30eadf6ea3900349e41c61dd7e5df41,https://github.com/meilisearch/meilisearch/commit/9066a446a30eadf6ea3900349e41c61dd7e5df41,2024-05-21,meili-bors[bot],Merge #4642,,6,157,85,origin/post-update-edit-by-function
meilisearch/meilisearch,eaf113ef34c84e213dfcc96cdc2bc08837a45390,https://github.com/meilisearch/meilisearch/commit/eaf113ef34c84e213dfcc96cdc2bc08837a45390,2024-04-15,ManyTheFish,Fix wod pair proximity error when nothing has to be extracted,,1,6,5,origin/post-update-edit-by-function
meilisearch/meilisearch,e5ae337aae71354d338aa8475bc6a819a2f1af9c,https://github.com/meilisearch/meilisearch/commit/e5ae337aae71354d338aa8475bc6a819a2f1af9c,2024-04-04,ManyTheFish,Comeback to sorters in extract_word_docids,,1,26,53,origin/post-update-edit-by-function
meilisearch/meilisearch,69c118ef766f19745ba8800c508e3a1cf686288b,https://github.com/meilisearch/meilisearch/commit/69c118ef766f19745ba8800c508e3a1cf686288b,2024-03-12,Clément Renault,Extract the facet order before extracting the facets values,,2,11,1,origin/post-update-edit-by-function
meilisearch/meilisearch,72c1674a317029d265ccdf815bf9f554f2556314,https://github.com/meilisearch/meilisearch/commit/72c1674a317029d265ccdf815bf9f554f2556314,2024-02-14,meili-bors[bot],Merge #4350,,15,990,797,origin/post-update-edit-by-function
meilisearch/meilisearch,e5e811e2c99ae1c81cd4a3909e713db1076818cd,https://github.com/meilisearch/meilisearch/commit/e5e811e2c99ae1c81cd4a3909e713db1076818cd,2024-02-13,Many the fish,Update milli/src/update/index_documents/extract/mod.rs,,1,1,1,origin/post-update-edit-by-function
meilisearch/meilisearch,fbf5f2a392eb8f3bcf9fffae96e1fd428602bb70,https://github.com/meilisearch/meilisearch/commit/fbf5f2a392eb8f3bcf9fffae96e1fd428602bb70,2024-01-29,Louis Dureuil,"Don't use a runtime in extract_embedder, use it only for OpenAI",,4,85,49,origin/post-update-edit-by-function
meilisearch/meilisearch,33b7c574eaf7683572f532d3be126617f62e269c,https://github.com/meilisearch/meilisearch/commit/33b7c574eaf7683572f532d3be126617f62e269c,2023-11-21,meili-bors[bot],Merge #4090,,170,3699,7061,origin/post-update-edit-by-function
meilisearch/meilisearch,72d3fa489810cf3405a8cdfc1165cdc6c3496c83,https://github.com/meilisearch/meilisearch/commit/72d3fa489810cf3405a8cdfc1165cdc6c3496c83,2023-11-13,meili-bors[bot],Merge #4203,,9,382,249,origin/post-update-edit-by-function
meilisearch/meilisearch,db2fb86b8bbb69cb79781d74dda885460ea45560,https://github.com/meilisearch/meilisearch/commit/db2fb86b8bbb69cb79781d74dda885460ea45560,2023-11-09,Louis Dureuil,Extract PrimaryKey logic to a type,,3,184,,origin/post-update-edit-by-function
meilisearch/meilisearch,ff522c919d5065499fa01bdf2c21747bade40e60,https://github.com/meilisearch/meilisearch/commit/ff522c919d5065499fa01bdf2c21747bade40e60,2023-11-02,Clément Renault,Fix the vector extractions for the diff indexing,,2,158,54,origin/post-update-edit-by-function
meilisearch/meilisearch,4b64c33aa2525a8fc79e7a318ec2566c867e5f66,https://github.com/meilisearch/meilisearch/commit/4b64c33aa2525a8fc79e7a318ec2566c867e5f66,2023-10-31,ManyTheFish,update vector extractor,,1,9,6,origin/post-update-edit-by-function
meilisearch/meilisearch,ea4a266f088b8bf5f77810b60482717b3d6a8a1b,https://github.com/meilisearch/meilisearch/commit/ea4a266f088b8bf5f77810b60482717b3d6a8a1b,2023-11-02,meili-bors[bot],Merge #4182,,1,1,1,origin/post-update-edit-by-function
meilisearch/meilisearch,f19332466eea45212bbefaa37e4736b5917511c4,https://github.com/meilisearch/meilisearch/commit/f19332466eea45212bbefaa37e4736b5917511c4,2023-10-31,Louis Dureuil,Extract field value as values instead of Option<Value>,,1,2,2,origin/post-update-edit-by-function
meilisearch/meilisearch,a3dae4db9beb546517160aab8d896f8f2d12d2a1,https://github.com/meilisearch/meilisearch/commit/a3dae4db9beb546517160aab8d896f8f2d12d2a1,2023-10-19,Clément Renault,Extract the geo fields DelAdd and generate a new DelAdd obkv with it,,1,58,23,origin/post-update-edit-by-function
meilisearch/meilisearch,ba90a5ec0eb11ab99ab933f7fb65930bec93cc6d,https://github.com/meilisearch/meilisearch/commit/ba90a5ec0eb11ab99ab933f7fb65930bec93cc6d,2023-10-23,ManyTheFish,update extract fid word count docids,,1,43,8,origin/post-update-edit-by-function
meilisearch/meilisearch,87e3d278786ad90f60014bc4e92d9a24adc14afd,https://github.com/meilisearch/meilisearch/commit/87e3d278786ad90f60014bc4e92d9a24adc14afd,2023-10-19,ManyTheFish,update extract word pair proximity to support deladd obkvs,,1,109,38,origin/post-update-edit-by-function
meilisearch/meilisearch,6bcf8b4f8cab1b58be1a96b76c14c8fa056ef17e,https://github.com/meilisearch/meilisearch/commit/6bcf8b4f8cab1b58be1a96b76c14c8fa056ef17e,2023-10-19,ManyTheFish,update extract word position docids,,1,82,23,origin/post-update-edit-by-function
meilisearch/meilisearch,46aa75abdb5fd1f25965aa8511344f06692776eb,https://github.com/meilisearch/meilisearch/commit/46aa75abdb5fd1f25965aa8511344f06692776eb,2023-10-19,ManyTheFish,update extract word docids,,2,59,15,origin/post-update-edit-by-function
meilisearch/meilisearch,e2bc054604c96f9fefc036a1dcec4aa9ec9ae4b4,https://github.com/meilisearch/meilisearch/commit/e2bc054604c96f9fefc036a1dcec4aa9ec9ae4b4,2023-10-18,Clément Renault,Update extract_facet_string_docids to support deladd obkvs,,2,20,22,origin/post-update-edit-by-function
meilisearch/meilisearch,bc45c1206d01654f6272ffac5cdbfa76aeaa7930,https://github.com/meilisearch/meilisearch/commit/bc45c1206d01654f6272ffac5cdbfa76aeaa7930,2023-10-18,Clément Renault,Implement all the facet extraction paths and simplify them,,1,212,192,origin/post-update-edit-by-function
meilisearch/meilisearch,313b16bec28835ef1e921fb967ec881e335f5192,https://github.com/meilisearch/meilisearch/commit/313b16bec28835ef1e921fb967ec881e335f5192,2023-10-16,ManyTheFish,Support diff indexing on extract_docid_word_positions,,5,315,124,origin/post-update-edit-by-function
meilisearch/meilisearch,62ea81bef6a30d161d44b6edd99ee96b43343f55,https://github.com/meilisearch/meilisearch/commit/62ea81bef6a30d161d44b6edd99ee96b43343f55,2023-10-24,meili-bors[bot],Merge #4132,,3,81,42,origin/post-update-edit-by-function
meilisearch/meilisearch,fed59cc1d55ff9932b7b9e0e3898999871453317,https://github.com/meilisearch/meilisearch/commit/fed59cc1d55ff9932b7b9e0e3898999871453317,2023-10-18,Vivek Kumar,extract created_at and updated_at dates from v2 dumps,,2,45,6,origin/post-update-edit-by-function
meilisearch/meilisearch,256cf33bcab10891345a3ba24e3d4155707a757a,https://github.com/meilisearch/meilisearch/commit/256cf33bcab10891345a3ba24e3d4155707a757a,2023-09-07,meili-bors[bot],Merge #4039,,2,48,22,origin/post-update-edit-by-function
meilisearch/meilisearch,679c0b0f970c111b3c86309354bb82ce6be47e3a,https://github.com/meilisearch/meilisearch/commit/679c0b0f970c111b3c86309354bb82ce6be47e3a,2023-09-06,Kerollmops,Extract the vectors from the non-flattened version of the documents,,1,29,22,origin/post-update-edit-by-function
meilisearch/meilisearch,43c13faeda14929ef511507afb94f5c46a566f06,https://github.com/meilisearch/meilisearch/commit/43c13faeda14929ef511507afb94f5c46a566f06,2023-08-10,Many the fish,Update milli/src/update/index_documents/extract/extract_docid_word_positions.rs,,1,,2,origin/post-update-edit-by-function
meilisearch/meilisearch,34349faeae779a4ab8687ab16408615ceccba03b,https://github.com/meilisearch/meilisearch/commit/34349faeae779a4ab8687ab16408615ceccba03b,2023-06-08,Clément Renault,Create a new _vector extractor,,4,44,,origin/post-update-edit-by-function
meilisearch/meilisearch,3680a6bf1e844c9cbf7b4412dc3cbca30300425c,https://github.com/meilisearch/meilisearch/commit/3680a6bf1e844c9cbf7b4412dc3cbca30300425c,2023-03-07,Louis Dureuil,extract impl to a function,,1,19,14,origin/post-update-edit-by-function
meilisearch/meilisearch,bc25f378e8f07247ea67fb3d5ee023a509be2a51,https://github.com/meilisearch/meilisearch/commit/bc25f378e8f07247ea67fb3d5ee023a509be2a51,2023-04-06,bors[bot],Merge #3647,,13,64,26,origin/post-update-edit-by-function
meilisearch/meilisearch,fb1260ee88c387a30edf6bc2e47fa5e4d5d476d3,https://github.com/meilisearch/meilisearch/commit/fb1260ee88c387a30edf6bc2e47fa5e4d5d476d3,2023-03-09,bors[bot],Merge #3568 #3569,,4,198,65,origin/post-update-edit-by-function
meilisearch/meilisearch,19ab4d1a159d3be2bda3bde05dcef244bdfd9393,https://github.com/meilisearch/meilisearch/commit/19ab4d1a159d3be2bda3bde05dcef244bdfd9393,2023-03-08,Clément Renault,Classify the NULL fields values in the facet extractor,,2,80,38,origin/post-update-edit-by-function
meilisearch/meilisearch,da48506f151adf79d398d89bf8ac24e249cc0338,https://github.com/meilisearch/meilisearch/commit/da48506f151adf79d398d89bf8ac24e249cc0338,2023-03-07,ManyTheFish,Rerun extraction when language detection might have failed,,1,145,36,origin/post-update-edit-by-function
meilisearch/meilisearch,c91bfeaf15720eaeb78bbd3936c6ee946ca46499,https://github.com/meilisearch/meilisearch/commit/c91bfeaf15720eaeb78bbd3936c6ee946ca46499,2023-02-20,bors[bot],Merge #3467,,8,60,9,origin/post-update-edit-by-function
meilisearch/meilisearch,91ce8a5e67553803ea74c26013659acad1a6e274,https://github.com/meilisearch/meilisearch/commit/91ce8a5e67553803ea74c26013659acad1a6e274,2023-02-15,bors[bot],Merge #3492,,26,221,631,origin/post-update-edit-by-function
meilisearch/meilisearch,a43765d45473e41ab0fd6a2298b676742142af5f,https://github.com/meilisearch/meilisearch/commit/a43765d45473e41ab0fd6a2298b676742142af5f,2023-02-14,Tamo,use the pre-defined deserr extractors,,16,47,186,origin/post-update-edit-by-function
meilisearch/meilisearch,d97fb6117ea086080bde016115f2acdd46c46702,https://github.com/meilisearch/meilisearch/commit/d97fb6117ea086080bde016115f2acdd46c46702,2022-10-12,f3r10,Extract and index data,,3,37,9,origin/post-update-edit-by-function
meilisearch/meilisearch,60018d0fe4e84f2fecdfc0f3f489a7e37d4b6b1d,https://github.com/meilisearch/meilisearch/commit/60018d0fe4e84f2fecdfc0f3f489a7e37d4b6b1d,2023-01-19,bors[bot],Merge #3343,,2,64,15,origin/post-update-edit-by-function
meilisearch/meilisearch,b3166df7ea597beef798278e56d2a4b4c545c0da,https://github.com/meilisearch/meilisearch/commit/b3166df7ea597beef798278e56d2a4b4c545c0da,2023-01-18,bors[bot],Merge #3372,,2,21,18,origin/post-update-edit-by-function
meilisearch/meilisearch,a97281af083b88cffd9e1009ac80f6a608a9aca5,https://github.com/meilisearch/meilisearch/commit/a97281af083b88cffd9e1009ac80f6a608a9aca5,2023-01-13,Francis Murillo,Extract createdAt and updatedAt from v3 dump,,2,67,15,origin/post-update-edit-by-function
meilisearch/meilisearch,ff843881c5abf638e543bac89c7c94a11f1ab71b,https://github.com/meilisearch/meilisearch/commit/ff843881c5abf638e543bac89c7c94a11f1ab71b,2023-01-09,Tamo,remove the documentation of the query parameter extractor module,,1,1,62,origin/post-update-edit-by-function
meilisearch/meilisearch,af6d4b30312c21fc5d181cbfc98a8132678e8a05,https://github.com/meilisearch/meilisearch/commit/af6d4b30312c21fc5d181cbfc98a8132678e8a05,2023-01-09,Loïc Lecrenier,Remove unused deserr extractor,,2,,79,origin/post-update-edit-by-function
meilisearch/meilisearch,a402fc448667538bd9cf07ceb5a616e91641b9df,https://github.com/meilisearch/meilisearch/commit/a402fc448667538bd9cf07ceb5a616e91641b9df,2023-01-05,bors[bot],Merge #3013,,2,70,4,origin/post-update-edit-by-function
meilisearch/meilisearch,528a944997a9d9ed7546f52595e3fbcaea52f9a2,https://github.com/meilisearch/meilisearch/commit/528a944997a9d9ed7546f52595e3fbcaea52f9a2,2022-12-03,funilrys,Reimplement v5 date extraction.,,1,28,13,origin/post-update-edit-by-function
meilisearch/meilisearch,61b3a29ff3e67828c82f1ab8b68d6e4d5af5de76,https://github.com/meilisearch/meilisearch/commit/61b3a29ff3e67828c82f1ab8b68d6e4d5af5de76,2022-10-31,funilrys,Extract the dates out of the dumpv5.,,1,21,4,origin/post-update-edit-by-function
meilisearch/meilisearch,776af129bf602115a3c5e70734b1c465769299db,https://github.com/meilisearch/meilisearch/commit/776af129bf602115a3c5e70734b1c465769299db,2022-12-05,bors[bot],Merge #3012,,2,78,5,origin/post-update-edit-by-function
meilisearch/meilisearch,40339919ade2e1877fed0a6973c6dbdf813580f5,https://github.com/meilisearch/meilisearch/commit/40339919ade2e1877fed0a6973c6dbdf813580f5,2022-12-01,bors[bot],Merge #3170 #3180 #3181 #3183,,34,1495,229,origin/post-update-edit-by-function
meilisearch/meilisearch,06e7db7a1ff08dc25593d58086993001a4f4e2e3,https://github.com/meilisearch/meilisearch/commit/06e7db7a1ff08dc25593d58086993001a4f4e2e3,2022-11-12,funilrys,fixup! Extract the dates out of the dumpv4.,,2,38,16,origin/post-update-edit-by-function
